Year (TT),Month (TT),Day (0h TT),MJD (0h TT),X [arcsec],Y [arcsec],s [arcsec]
1993,3,10,49056,-129.64737822766400,-1.49381841995500,0.00192545954923
1993,3,11,49057,-129.63553794836700,-1.53783999284700,0.00191156880360
1993,3,12,49058,-129.60245347859400,-1.59126036410500,0.00189463198854
1993,3,13,49059,-129.54859298830800,-1.64058430615800,0.00187888729949
1993,3,14,49060,-129.47989958781300,-1.67585735836000,0.00186748566657
1993,3,15,49061,-129.40479246926500,-1.69225230199100,0.00186198475159
1993,3,16,49062,-129.33162219865000,-1.68967860290500,0.00186246018871
1993,3,17,49063,-129.26713854897300,-1.67150106388300,0.00186789503610
1993,3,18,49064,-129.21583458081600,-1.64315689467500,0.00187660405569
1993,3,19,49065,-129.17981508018100,-1.61100856102900,0.00188659100028
1993,3,20,49066,-129.15890598411400,-1.58145136687000,0.00189583348423
1993,3,21,49067,-129.15088754581200,-1.56018787945200,0.00190251955120
1993,3,22,49068,-129.15183879201400,-1.55161428723800,0.00190524817537
1993,3,23,49069,-129.15660809027600,-1.55831237766000,0.00190319213489
1993,3,24,49070,-129.15942771153700,-1.58068862281900,0.00189620976634
1993,3,25,49071,-129.15465399883100,-1.61684308414400,0.00188488212078
1993,3,26,49072,-129.13755201103500,-1.66272844980800,0.00187046040032
1993,3,27,49073,-129.10502419165900,-1.71260150418600,0.00185472582983
1993,3,28,49074,-129.05619970193600,-1.75974294540700,0.00183976985100
1993,3,29,49075,-128.99280966349800,-1.79740438142200,0.00182770511177
1993,3,30,49076,-128.91928093491700,-1.81992394315900,0.00182032153963
1993,3,31,49077,-128.84246314167000,-1.82396320618400,0.00181869878302
1993,4,1,49078,-128.77082476904200,-1.80977283442200,0.00182280315856
1993,4,2,49079,-128.71290931127300,-1.78218425138200,0.00183116603039
1993,4,3,49080,-128.67500265923200,-1.75072099064300,0.00184083674945
1993,4,4,49081,-128.65845334899400,-1.72805922972300,0.00184785409353
1993,4,5,49082,-128.65785079379400,-1.72644683970000,0.00184836150652
1993,4,6,49083,-128.66168037089700,-1.75296376069100,0.00184009446902
1993,4,7,49084,-128.65612836224600,-1.80603957708600,0.00182348599646
1993,4,8,49085,-128.63049186483600,-1.87567807478100,0.00180161630548
1993,4,9,49086,-128.58113173921600,-1.94757353986000,0.00177893720558
1993,4,10,49087,-128.51187712671300,-2.00860796394500,0.00175955427280
1993,4,11,49088,-128.43136779455500,-2.05069960561600,0.00174602024236
1993,4,12,49089,-128.34947533040400,-2.07176842264800,0.00173902780110
1993,4,13,49090,-128.27460052001300,-2.07456182247800,0.00173776691172
1993,4,14,49091,-128.21238693640500,-2.06472131923600,0.00174051609077
1993,4,15,49092,-128.16552110901900,-2.04904462909900,0.00174517511784
1993,4,16,49093,-128.13407586755200,-2.03427359220000,0.00174964103023
1993,4,17,49094,-128.11599814449700,-2.02633996098200,0.00175204868935
1993,4,18,49095,-128.10757701438200,-2.02987568273000,0.00175093185423
1993,4,19,49096,-128.10389200238000,-2.04784132626500,0.00174534521063
1993,4,20,49097,-128.09930263990900,-2.08121223544500,0.00173496361580
1993,4,21,49098,-128.08805075752200,-2.12874689129500,0.00172015198650
1993,4,22,49099,-128.06501012651700,-2.18694551113200,0.00170197561723
1993,4,23,49100,-128.02652349809600,-2.25032927280400,0.00168211382445
1993,4,24,49101,-127.97117832091300,-2.31211065435900,0.00166265643422
1993,4,25,49102,-127.90033758811500,-2.36523861338400,0.00164578683281
1993,4,26,49103,-127.81824793180900,-2.40370438002200,0.00163338375570
1993,4,27,49104,-127.73159912903700,-2.42388817155500,0.00162660624801
1993,4,28,49105,-127.64850813595500,-2.42567678889000,0.00162554276337
1993,4,29,49106,-127.57699385095500,-2.41308990915600,0.00162900512807
1993,4,30,49107,-127.52309344479500,-2.39413758313000,0.00163455586057
1993,5,1,49108,-127.48893081521700,-2.37961609795800,0.00163886488826
1993,5,2,49109,-127.47131080940200,-2.38069394306100,0.00163844852296
1993,5,3,49110,-127.46164369507300,-2.40558567712700,0.00163070447865
1993,5,4,49111,-127.44787891273600,-2.45633878580600,0.00161492601355
1993,5,5,49112,-127.41830439219700,-2.52734564822300,0.00159278733057
1993,5,6,49113,-127.36576805943500,-2.60683271515300,0.00156789885420
1993,5,7,49114,-127.29017981427000,-2.68099023472800,0.00154453040351
1993,5,8,49115,-127.19800220269900,-2.73869166403600,0.00152614428128
1993,5,9,49116,-127.09930648026400,-2.77449084823900,0.00151446310295
1993,5,10,49117,-127.00423350680500,-2.78896350614100,0.00150936039770
1993,5,11,49118,-126.92046766295200,-2.78709379771200,0.00150935100289
1993,5,12,49119,-126.85223364942300,-2.77604420064400,0.00151226724456
1993,5,13,49120,-126.80044403603900,-2.76328675302900,0.00151582530549
1993,5,14,49121,-126.76337738942700,-2.75542115880700,0.00151798716216
1993,5,15,49122,-126.73743348490100,-2.75756682831500,0.00151715299921
1993,5,16,49123,-126.71777334398100,-2.77308096063900,0.00151225605866
1993,5,17,49124,-126.69884211734600,-2.80340086234500,0.00150281743954
1993,5,18,49125,-126.67486636628300,-2.84790945229200,0.00148899030474
1993,5,19,49126,-126.64043927596000,-2.90383665576300,0.00147159115767
1993,5,20,49127,-126.59126306304400,-2.96632039590200,0.00145208292315
1993,5,21,49128,-126.52500795178700,-3.02880632747500,0.00143245638703
1993,5,22,49129,-126.44210766198300,-3.08392596759100,0.00141496650227
1993,5,23,49130,-126.34619899569000,-3.12486004708600,0.00140171941282
1993,5,24,49131,-126.24389285076600,-3.14697874130400,0.00139417201850
1993,5,25,49132,-126.14370048151500,-3.14932120153400,0.00139267650720
1993,5,26,49133,-126.05422114077000,-3.13538538215800,0.00139623009331
1993,5,27,49134,-125.98199736505200,-3.11283738488000,0.00140254846910
1993,5,28,49135,-125.92961776139200,-3.09204684903400,0.00140849388995
1993,5,29,49136,-125.89464350754000,-3.08368489477200,0.00141079315399
1993,5,30,49137,-125.86978391536800,-3.09591164119700,0.00140689444041
1993,5,31,49138,-125.84448493787500,-3.13189597313000,0.00139574134367
1993,6,1,49139,-125.80771493017500,-3.18850242209800,0.00137820329195
1993,6,2,49140,-125.75123227421800,-3.25682743754000,0.00135693901879
1993,6,3,49141,-125.67218378564900,-3.32470293660400,0.00133564400903
1993,6,4,49142,-125.57391749484900,-3.38038540642000,0.00131791998469
1993,6,5,49143,-125.46463017433700,-3.41595756741300,0.00130622603362
1993,6,6,49144,-125.35453418638100,-3.42909548257300,0.00130133049953
1993,6,7,49145,-125.25286569923600,-3.42277478723800,0.00130239250127
1993,6,8,49146,-125.16585998252500,-3.40351131083800,0.00130748710967
1993,6,9,49147,-125.09607546932700,-3.37918114540200,0.00131425659405
1993,6,10,49148,-125.04276359994200,-3.35724338504800,0.00132044301643
1993,6,11,49149,-125.00272500790500,-3.34366924436500,0.00132421412513
1993,6,12,49150,-124.97121128088400,-3.34247453309700,0.00132431265923
1993,6,13,49151,-124.94266999888000,-3.35560724583800,0.00132009974254
1993,6,14,49152,-124.91131750635800,-3.38297147316500,0.00131155491150
1993,6,15,49153,-124.87163396491700,-3.42246175587000,0.00129927030679
1993,6,16,49154,-124.81891573574300,-3.47000563465500,0.00128444147601
1993,6,17,49155,-124.74997769865900,-3.51974089417300,0.00126881818472
1993,6,18,49156,-124.66398003814100,-3.56453202441400,0.00125455302683
1993,6,19,49157,-124.56318583614000,-3.59701531196400,0.00124388846053
1993,6,20,49158,-124.45327386693200,-3.61121140268300,0.00123866900843
1993,6,21,49159,-124.34275294625800,-3.60441891702400,0.00123976587438
1993,6,22,49160,-124.24123363877700,-3.57870970309400,0.00124662024776
1993,6,23,49161,-124.15684358612300,-3.54119707980400,0.00125715354698
1993,6,24,49162,-124.09364740875700,-3.50260387996200,0.00126818377908
1993,6,25,49163,-124.05013056318300,-3.47441010630300,0.00127626514011
1993,6,26,49164,-124.01942803926100,-3.46555641162600,0.00127866697221
1993,6,27,49165,-123.99123954891200,-3.47988244401100,0.00127414929172
1993,6,28,49166,-123.95472927216100,-3.51512009281900,0.00126329058987
1993,6,29,49167,-123.90146423075500,-3.56364327560800,0.00124829607028
1993,6,30,49168,-123.82756062952300,-3.61463910633800,0.00123237058908
1993,7,1,49169,-123.73449522248600,-3.65702331976800,0.00121885014072
1993,7,2,49170,-123.62841788366400,-3.68225173295200,0.00121034869806
1993,7,3,49171,-123.51825055231600,-3.68622188083800,0.00120817080652
1993,7,4,49172,-123.41324504804700,-3.66978167316000,0.00121214167365
1993,7,5,49173,-123.32079980785600,-3.63787734162500,0.00122084732833
1993,7,6,49174,-123.24512895785300,-3.59783791900300,0.00123213652347
1993,7,7,49175,-123.18695973400000,-3.55748576266100,0.00124367988244
1993,7,8,49176,-123.14403751455600,-3.52362975655300,0.00125342190667
1993,7,9,49177,-123.11202911642800,-3.50117640313700,0.00125985494065
1993,7,10,49178,-123.08546255958300,-3.49279791428200,0.00126212936497
1993,7,11,49179,-123.05850984737600,-3.49895403985400,0.00126005616999
1993,7,12,49180,-123.02558252024300,-3.51806377587700,0.00125406083601
1993,7,13,49181,-122.98181780317300,-3.54669924014300,0.00124512810569
1993,7,14,49182,-122.92357872437200,-3.57978676584200,0.00123474492407
1993,7,15,49183,-122.84906433126400,-3.61092186162800,0.00122481095339
1993,7,16,49184,-122.75901992705600,-3.63299528763300,0.00121745609086
1993,7,17,49185,-122.65735858470700,-3.63933626902700,0.00121470037089
1993,7,18,49186,-122.55128592866400,-3.62542999325100,0.00121793801774
1993,7,19,49187,-122.45039149226000,-3.59088283565900,0.00122734545727
1993,7,20,49188,-122.36439546814100,-3.54077979502500,0.00124147092353
1993,7,21,49189,-122.29997801444200,-3.48533143427800,0.00125733168335
1993,7,22,49190,-122.25801500205800,-3.43726570444100,0.00127117546424
1993,7,23,49191,-122.23277518041400,-3.40771857193000,0.00127968355303
1993,7,24,49192,-122.21371941633600,-3.40247216391500,0.00128107900983
1993,7,25,49193,-122.18907031552800,-3.42027964353500,0.00127563570284
1993,7,26,49194,-122.14946631397700,-3.45377499224800,0.00126543835521
1993,7,27,49195,-122.09031092593600,-3.49216346379800,0.00125361765820
1993,7,28,49196,-122.01235380352400,-3.52439504009000,0.00124343043212
1993,7,29,49197,-121.92080449164200,-3.54179651129600,0.00123748200206
1993,7,30,49198,-121.82358315335300,-3.53965906201900,0.00123724195247
1993,7,31,49199,-121.72929805488100,-3.51769499783700,0.00124288566642
1993,8,1,49200,-121.64541260925700,-3.47951939413800,0.00125342352322
1993,8,2,49201,-121.57692610158300,-3.43143944017500,0.00126704092026
1993,8,3,49202,-121.52574582104400,-3.38091289295500,0.00128154645569
1993,8,4,49203,-121.49075246251300,-3.33505827640300,0.00129481589762
1993,8,5,49204,-121.46839292983100,-3.29951394737200,0.00130514111706
1993,8,6,49205,-121.45354775584600,-3.27777878799600,0.00131143897141
1993,8,7,49206,-121.44043182229200,-3.27101082718500,0.00131332127861
1993,8,8,49207,-121.42336616954000,-3.27815648576800,0.00131106065452
1993,8,9,49208,-121.39737197327000,-3.29624742996100,0.00130550184572
1993,8,10,49209,-121.35863652829000,-3.32074797211700,0.00129795751079
1993,8,11,49210,-121.30494075398800,-3.34593198368500,0.00129009870837
1993,8,12,49211,-121.23611939274600,-3.36536186056100,0.00128381930317
1993,8,13,49212,-121.15455000353100,-3.37261860766100,0.00128102683713
1993,8,14,49213,-121.06550854574300,-3.36245682140600,0.00128330376782
1993,8,15,49214,-120.97701344549000,-3.33242724649700,0.00129142446552
1993,8,16,49215,-120.89864567182200,-3.28463241921700,0.00130482906237
1993,8,17,49216,-120.83903918574700,-3.22672378702600,0.00132132046730
1993,8,18,49217,-120.80253054287400,-3.17093072046000,0.00133734010502
1993,8,19,49218,-120.78656177426500,-3.13054129360600,0.00134898974978
1993,8,20,49219,-120.78174847111700,-3.11495809347900,0.00135347242480
1993,8,21,49220,-120.77516649516300,-3.12593403668200,0.00135019845509
1993,8,22,49221,-120.75521456125400,-3.15716454646800,0.00134092439055
1993,8,23,49222,-120.71542495252200,-3.19719743937700,0.00132892930124
1993,8,24,49223,-120.65566106025800,-3.23368473639000,0.00131779459881
1993,8,25,49224,-120.58096363539700,-3.25687532678800,0.00131039323259
1993,8,26,49225,-120.49927443082400,-3.26140315510600,0.00130836107881
1993,8,27,49226,-120.41913795234700,-3.24650724850700,0.00131201219547
1993,8,28,49227,-120.34794524070100,-3.21525652385000,0.00132053738896
1993,8,29,49228,-120.29084553756700,-3.17332639691300,0.00133233665029
1993,8,30,49229,-120.25024066921100,-3.12767056598000,0.00134539441651
1993,8,31,49230,-120.22575327714700,-3.08526138381300,0.00135765043623
1993,9,1,49231,-120.21458519481400,-3.05202327718100,0.00136732622957
1993,9,2,49232,-120.21216030033800,-3.03206659308800,0.00137316763745
1993,9,3,49233,-120.21291917055800,-3.02726991303700,0.00137458099206
1993,9,4,49234,-120.21113914272400,-3.03720269317800,0.00137166046083
1993,9,5,49235,-120.20166980218600,-3.05934018188500,0.00136512148737
1993,9,6,49236,-120.18051418801900,-3.08947509925300,0.00135617379185
1993,9,7,49237,-120.14525843121600,-3.12222517973300,0.00134636998883
1993,9,8,49238,-120.09539652768500,-3.15159889385800,0.00133744445622
1993,9,9,49239,-120.03258488635700,-3.17164954846100,0.00133113203565
1993,9,10,49240,-119.96081308800600,-3.17729307876200,0.00132893845183
1993,9,11,49241,-119.88636802146200,-3.16538234227500,0.00133182857386
1993,9,12,49242,-119.81730322882600,-3.13602515050100,0.00133983350268
1993,9,13,49243,-119.76203695485800,-3.09381792430700,0.00135167526619
1993,9,14,49244,-119.72690143867000,-3.04821236713100,0.00136464341683
1993,9,15,49245,-119.71316022553500,-3.01197101331600,0.00137503230562
1993,9,16,49246,-119.71504201761700,-2.99724914836100,0.00137927556567
1993,9,17,49247,-119.72068455863400,-3.01055820633000,0.00137541493347
1993,9,18,49248,-119.71641723672500,-3.04949421016700,0.00136406677370
1993,9,19,49249,-119.69225795319000,-3.10358324601900,0.00134819866441
1993,9,20,49250,-119.64539441266100,-3.15878147174200,0.00133184283018
1993,9,21,49251,-119.58005414619400,-3.20272665574400,0.00131858541056
1993,9,22,49252,-119.50476407497300,-3.22803912539000,0.00131061308832
1993,9,23,49253,-119.42908166913400,-3.23299130538200,0.00130850956907
1993,9,24,49254,-119.36118603304600,-3.22042410393500,0.00131154613895
1993,9,25,49255,-119.30664283452300,-3.19603658075800,0.00131814789311
1993,9,26,49256,-119.26808194931500,-3.16676551837800,0.00132634099971
1993,9,27,49257,-119.24539701566600,-3.13952905673900,0.00133411110144
1993,9,28,49258,-119.23617804554700,-3.12031797505400,0.00133967814379
1993,9,29,49259,-119.23626417941300,-3.11354204374200,0.00134170650371
1993,9,30,49260,-119.24039132519500,-3.12160021148900,0.00133944855431
1993,10,1,49261,-119.24290172878200,-3.14468133062500,0.00133281187691
1993,10,2,49262,-119.23847155708400,-3.18080267679500,0.00132234645328
1993,10,3,49263,-119.22279839395300,-3.22609825827700,0.00130915300390
1993,10,4,49264,-119.19316643980500,-3.27533762366400,0.00129472590733
1993,10,5,49265,-119.14882770697500,-3.32260353094600,0.00128075777405
1993,10,6,49266,-119.09118661588200,-3.36205872740100,0.00126892689961
1993,10,7,49267,-119.02378865087000,-3.38876737809100,0.00126067262263
1993,10,8,49268,-118.95209335291600,-3.39955456141700,0.00125695498986
1993,10,9,49269,-118.88296388119300,-3.39388888031000,0.00125799588589
1993,10,10,49270,-118.82372484155500,-3.37470289335500,0.00126302492340
1993,10,11,49271,-118.78062288824600,-3.34885270022000,0.00127012217976
1993,10,12,49272,-118.75672597354700,-3.32664601363800,0.00127633265873
1993,10,13,49273,-118.74981131185100,-3.31979120825100,0.00127824881857
1993,10,14,49274,-118.75148454783800,-3.33764092584900,0.00127310210226
1993,10,15,49275,-118.74894285843000,-3.38294321602800,0.00126001056087
1993,10,16,49276,-118.72953194260000,-3.44961969208700,0.00124064552220
1993,10,17,49277,-118.68598138350200,-3.52459730202000,0.00121872120564
1993,10,18,49278,-118.61915912935800,-3.59304345520100,0.00119849296201
1993,10,19,49279,-118.53685967421500,-3.64386054475600,0.00118317825785
1993,10,20,49280,-118.44998437180500,-3.67252150080200,0.00117414256032
1993,10,21,49281,-118.36869439855000,-3.68072188110200,0.00117099076114
1993,10,22,49282,-118.30012935895300,-3.67424562441800,0.00117215644758
1993,10,23,49283,-118.24777081996000,-3.66060731182700,0.00117554936431
1993,10,24,49284,-118.21181887993900,-3.64727024372000,0.00117904753298
1993,10,25,49285,-118.18995695284700,-3.64057674837500,0.00118080408831
1993,10,26,49286,-118.17812628434100,-3.64520161728900,0.00117942060842
1993,10,27,49287,-118.17119751095000,-3.66387986231400,0.00117404762731
1993,10,28,49288,-118.16358483439100,-3.69727215354800,0.00116444012455
1993,10,29,49289,-118.14986033654100,-3.74395017043300,0.00115096733438
1993,10,30,49290,-118.12538855425200,-3.80053590124400,0.00113456874625
1993,10,31,49291,-118.08695963474500,-3.86205603900800,0.00111664544037
1993,11,1,49292,-118.03333320884900,-3.92255785433800,0.00109888099747
1993,11,2,49293,-117.96556656049200,-3.97595483875800,0.00108300510801
1993,11,3,49294,-117.88703206690600,-4.01700008884000,0.00107052706723
1993,11,4,49295,-117.80307997262700,-4.04225918641500,0.00106246862250
1993,11,5,49296,-117.72034155114000,-4.05094126456000,0.00105912791849
1993,11,6,49297,-117.64570318976500,-4.04544989922400,0.00105990871857
1993,11,7,49298,-117.58500060461300,-4.03151765805400,0.00106325552606
1993,11,8,49299,-117.54151827170900,-4.01772943058100,0.00106675968690
1993,11,9,49300,-117.51452955873400,-4.01417328340300,0.00106752451207
1993,11,10,49301,-117.49839713718800,-4.03006512371700,0.00106284438189
1993,11,11,49302,-117.48301804392300,-4.07064075360700,0.00105111612793
1993,11,12,49303,-117.45626827291700,-4.13439693800200,0.00103266321548
1993,11,13,49304,-117.40815483445700,-4.21239335160300,0.00100996476098
1993,11,14,49305,-117.33490455670500,-4.29080236422500,0.00098693737117
1993,11,15,49306,-117.24059468575600,-4.35593026046000,0.00096749727483
1993,11,16,49307,-117.13526441804400,-4.39905086072200,0.00095417767964
1993,11,17,49308,-117.03079538431800,-4.41854261140800,0.00094751977800
1993,11,18,49309,-116.93701479870800,-4.41887975857600,0.00094635139395
1993,11,19,49310,-116.85964053235200,-4.40791358252800,0.00094853581420
1993,11,20,49311,-116.80011849202900,-4.39416433405800,0.00095171191632
1993,11,21,49312,-116.75653425209400,-4.38501441940700,0.00095379053468
1993,11,22,49313,-116.72479507785100,-4.38585934848000,0.00095319958890
1993,11,23,49314,-116.69964281156800,-4.39988873243200,0.00094896581625
1993,11,24,49315,-116.67539710338000,-4.42814370679100,0.00094072108234
1993,11,25,49316,-116.64651838480300,-4.46964477889600,0.00092868109663
1993,11,26,49317,-116.60811475726600,-4.52154333851100,0.00091360640148
1993,11,27,49318,-116.55647281966900,-4.57934732167800,0.00089673505475
1993,11,28,49319,-116.48962267670100,-4.63732551031200,0.00087966433223
1993,11,29,49320,-116.40784851892900,-4.68919476701400,0.00086415755030
1993,11,30,49321,-116.31396610376600,-4.72910748841200,0.00085187244086
1993,12,1,49322,-116.21317393753300,-4.75282055350900,0.00084404092777
1993,12,2,49323,-116.11235751952700,-4.75880335099600,0.00084116178420
1993,12,3,49324,-116.01886607907000,-4.74896916239500,0.00084278834959
1993,12,4,49325,-115.93895656146500,-4.72874418466600,0.00084748873449
1993,12,5,49326,-115.87623299528100,-4.70633335536300,0.00085302200238
1993,12,6,49327,-115.83044623443600,-4.69121706618300,0.00085673211179
1993,12,7,49328,-115.79699743153000,-4.69206052926400,0.00085612322453
1993,12,8,49329,-115.76744797956200,-4.71438416051100,0.00084952831448
1993,12,9,49330,-115.73122490232700,-4.75856319852800,0.00083670863223
1993,12,10,49331,-115.67840923691000,-4.81892815702800,0.00081915038465
1993,12,11,49332,-115.60294278591000,-4.88471598751700,0.00079982616195
1993,12,12,49333,-115.50499646662600,-4.94306340947000,0.00078235679161
1993,12,13,49334,-115.39119953849500,-4.98312999585900,0.00076983899796
1993,12,14,49335,-115.27236864796700,-4.99952518728300,0.00076386844866
1993,12,15,49336,-115.15980571292600,-4.99344856949900,0.00076420934191
1993,12,16,49337,-115.06197810413600,-4.97131902145600,0.00076916427567
1993,12,17,49338,-114.98286692206100,-4.94202204376200,0.00077632252028
1993,12,18,49339,-114.92208995274600,-4.91424209479700,0.00078328492745
1993,12,19,49340,-114.87607850442300,-4.89475283631200,0.00078813509154
1993,12,20,49341,-114.83948608259200,-4.88775482007100,0.00078963624511
1993,12,21,49342,-114.80634262425400,-4.89490628873900,0.00078724520640
1993,12,22,49343,-114.77083819608000,-4.91564250542800,0.00078104411135
1993,12,23,49344,-114.72783374555900,-4.94753125479000,0.00077165233557
1993,12,24,49345,-114.67325560808300,-4.98658385913200,0.00076014088690
1993,12,25,49346,-114.60450071908100,-5.02756634323300,0.00074794225029
1993,12,26,49347,-114.52089828062500,-5.06443769926200,0.00073672652299
1993,12,27,49348,-114.42415283420600,-5.09106290507400,0.00072820574576
1993,12,28,49349,-114.31856511494400,-5.10227326265800,0.00072384493765
1993,12,29,49350,-114.21074954947300,-5.09517226356600,0.00072450401539
1993,12,30,49351,-114.10861732318100,-5.07034774761500,0.00073010015638
1993,12,31,49352,-114.01963679907800,-5.03246214156500,0.00073943335841
1994,1,1,49353,-113.94876875303100,-4.98973759034900,0.00075030753918
1994,1,2,49354,-113.89677902738500,-4.95222047651200,0.00075998275794
1994,1,3,49355,-113.85961619047800,-4.92923386514200,0.00076585648088
1994,1,4,49356,-113.82918076430600,-4.92680114152600,0.00076617172698
1994,1,5,49357,-113.79531322259100,-4.94585999027900,0.00076053355023
1994,1,6,49358,-113.74844059535800,-4.98181621216100,0.00075007529005
1994,1,7,49359,-113.68215838986400,-5.02558626527900,0.00073721437596
1994,1,8,49360,-113.59504211825400,-5.06589778959600,0.00072504205368
1994,1,9,49361,-113.49112363192800,-5.09228166355900,0.00071649621079
1994,1,10,49362,-113.37878170215100,-5.09789600168900,0.00071356178419
1994,1,11,49363,-113.26832779372200,-5.08123541976900,0.00071677242966
1994,1,12,49364,-113.16912644997100,-5.04612610808100,0.00072518615288
1994,1,13,49365,-113.08729851449000,-5.00012778281200,0.00073680305258
1994,1,14,49366,-113.02471888762100,-4.95212769453700,0.00074921114397
1994,1,15,49367,-112.97935961254800,-4.91009981347500,0.00076019799685
1994,1,16,49368,-112.94648537870300,-4.87967725300800,0.00076815362626
1994,1,17,49369,-112.92006007013500,-4.86365936621700,0.00077222744793
1994,1,18,49370,-112.89391691537100,-4.86219289708500,0.00077230090759
1994,1,19,49371,-112.86254229186800,-4.87326359251100,0.00076886632322
1994,1,20,49372,-112.82153722942500,-4.89322901708400,0.00076288311079
1994,1,21,49373,-112.76790819352100,-4.91727678997900,0.00075564750373
1994,1,22,49374,-112.70033160466200,-4.93983039031300,0.00074867690420
1994,1,23,49375,-112.61946373454500,-4.95502292815400,0.00074358066803
1994,1,24,49376,-112.52824860025000,-4.95739632044300,0.00074187375680
1994,1,25,49377,-112.43203377717200,-4.94293340534000,0.00074469924722
1994,1,26,49378,-112.33817805383100,-4.91036105691300,0.00075247176179
1994,1,27,49379,-112.25482945593500,-4.86235783860200,0.00076453989826
1994,1,28,49380,-112.18882661209500,-4.80597761796400,0.00077905606468
1994,1,29,49381,-112.14325826099600,-4.75158015110800,0.00079324818233
1994,1,30,49382,-112.11577448833700,-4.71012852350000,0.00080413457325
1994,1,31,49383,-112.09871894528600,-4.68969386736800,0.00080946178880
1994,2,1,49384,-112.08132202791600,-4.69268722053500,0.00080846327231
1994,2,2,49385,-112.05307676585900,-4.71508189107200,0.00080209959072
1994,2,3,49386,-112.00685981427700,-4.74784347473800,0.00079271195447
1994,2,4,49387,-111.94069195803700,-4.77976287183800,0.00078329006262
1994,2,5,49388,-111.85782233890200,-4.80053061250000,0.00077665486437
1994,2,6,49389,-111.76545562248000,-4.80314787443800,0.00077479654334
1994,2,7,49390,-111.67270257667600,-4.78521607500500,0.00077849651403
1994,2,8,49391,-111.58835037082400,-4.74900852864300,0.00078727006449
1994,2,9,49392,-111.51897070272600,-4.70048253010600,0.00079959885030
1994,2,10,49393,-111.46775282149100,-4.64758784107200,0.00081336710581
1994,2,11,49394,-111.43424675950000,-4.59836365309700,0.00082637409078
1994,2,12,49395,-111.41494009156600,-4.55932520109000,0.00083678643639
1994,2,13,49396,-111.40436083941900,-4.53447842096400,0.00084343145487
1994,2,14,49397,-111.39631347797600,-4.52503647396800,0.00084590003372
1994,2,15,49398,-111.38493385134700,-4.52968842805400,0.00084448953770
1994,2,16,49399,-111.36541352677600,-4.54517035775100,0.00084005071117
1994,2,17,49400,-111.33440638662500,-4.56690688202800,0.00083380566996
1994,2,18,49401,-111.29023074113600,-4.58958975976000,0.00082718198610
1994,2,19,49402,-111.23299360802300,-4.60768534950100,0.00082167284598
1994,2,20,49403,-111.16471018291300,-4.61595737038900,0.00081870175538
1994,2,21,49404,-111.08939925141800,-4.61013331149400,0.00081945207339
1994,2,22,49405,-111.01300641340300,-4.58781718639800,0.00082462534338
1994,2,23,49406,-110.94287027341000,-4.54960845366300,0.00083413350111
1994,2,24,49407,-110.88641147654400,-4.50009141007400,0.00084681600659
1994,2,25,49408,-110.84896220184200,-4.44799498649700,0.00086037628217
1994,2,26,49409,-110.83128053944600,-4.40470494773600,0.00087176425062
1994,2,27,49410,-110.82805286136400,-4.38090742153500,0.00087806916089
1994,2,28,49411,-110.82877872338400,-4.38247759695700,0.00087762719597
1994,3,1,49412,-110.82124105263000,-4.40779791633000,0.00087075960632
1994,3,2,49413,-110.79597197535000,-4.44820365992600,0.00085968270466
1994,3,3,49414,-110.74938002601000,-4.49131190622700,0.00084764686884
1994,3,4,49415,-110.68423175388800,-4.52529918395200,0.00083781393641
1994,3,5,49416,-110.60789300973400,-4.54212586408000,0.00083240113392
1994,3,6,49417,-110.52965024666400,-4.53886156940700,0.00083231215412
1994,3,7,49418,-110.45825566495600,-4.51737063062200,0.00083718724718
1994,3,8,49419,-110.40023631977600,-4.48304137600000,0.00084570048579
1994,3,9,49420,-110.35903903382900,-4.44316838741900,0.00085595811491
1994,3,10,49421,-110.33487643241400,-4.40536804151700,0.00086591003095
1994,3,11,49422,-110.32511045441100,-4.37623261738100,0.00087372287283
1994,3,12,49423,-110.32502197419200,-4.36035866216800,0.00087807029618
1994,3,13,49424,-110.32879303504000,-4.35983840578000,0.00087830198945
1994,3,14,49425,-110.33051076019400,-4.37421632821100,0.00087447708639
1994,3,15,49426,-110.32502989664500,-4.40082936827100,0.00086727722211
1994,3,16,49427,-110.30858744354800,-4.43539965471600,0.00085783748936
1994,3,17,49428,-110.27914173277300,-4.47272508858500,0.00084754690000
1994,3,18,49429,-110.23649252991000,-4.50734452004200,0.00083786223774
1994,3,19,49430,-110.18226858516500,-4.53414111822100,0.00083015047702
1994,3,20,49431,-110.11983597891700,-4.54892004625800,0.00082554716461
1994,3,21,49432,-110.05412525054800,-4.54902779339900,0.00082480304699
1994,3,22,49433,-109.99128586192300,-4.53407507257800,0.00082809179578
1994,3,23,49434,-109.93796022837400,-4.50671787912500,0.00083478638874
1994,3,24,49435,-109.89994680987400,-4.47320211795200,0.00084328748422
1994,3,25,49436,-109.88023216805100,-4.44308227198900,0.00085107267912
1994,3,26,49437,-109.87690233567300,-4.42741741585700,0.00085516459797
1994,3,27,49438,-109.88216474940300,-4.43524986302200,0.00085307560100
1994,3,28,49439,-109.88389844634900,-4.46951088926000,0.00084392069620
1994,3,29,49440,-109.86991183720500,-4.52478077444100,0.00082904169332
1994,3,30,49441,-109.83292082198500,-4.58884655649000,0.00081161511723
1994,3,31,49442,-109.77329895649300,-4.64749473654400,0.00079539226559
