Year (TT),Month (TT),Day (0h TT),MJD (0h TT),X [arcsec],Y [arcsec],s [arcsec]
2019,5,17,58620,381.23171526617900,-4.10390379437500,0.00169736469349
2019,5,18,58621,381.27634790493800,-4.15530197533000,0.00174437300957
2019,5,19,58622,381.34109198375800,-4.20971411317000,0.00179397462786
2019,5,20,58623,381.42350725418700,-4.25684714758900,0.00183669148907
2019,5,21,58624,381.51736642124300,-4.28927288240700,0.00186571783323
2019,5,22,58625,381.61482071913800,-4.30363071072100,0.00187801399474
2019,5,23,58626,381.70840723210900,-4.30047424135100,0.00187415194223
2019,5,24,58627,381.79236002937400,-4.28329620927400,0.00185740725107
2019,5,25,58628,381.86317193099400,-4.25733057071900,0.00183265028225
2019,5,26,58629,381.91963155304600,-4.22851079323700,0.00180538457784
2019,5,27,58630,381.96261046093800,-4.20270716867900,0.00178104249363
2019,5,28,58631,381.99480117962800,-4.18518409535000,0.00176448087504
2019,5,29,58632,382.02048052861100,-4.18013421550600,0.00175954510727
2019,5,30,58633,382.04524413576000,-4.19016215733300,0.00176858824849
2019,5,31,58634,382.07557097848400,-4.21567678530700,0.00179191302916
2019,6,1,58635,382.11804751338200,-4.25428238313600,0.00182722321586
2019,6,2,58636,382.17813906411300,-4.30043764015700,0.00186932948721
2019,6,3,58637,382.25860945986700,-4.34580834610100,0.00191049468553
2019,6,4,58638,382.35804866014800,-4.38068992591100,0.00194175769490
2019,6,5,58639,382.47026569785900,-4.39647171174500,0.00195520843530
2019,6,6,58640,382.58522246943900,-4.38846023986300,0.00194658844800
2019,6,7,58641,382.69157249087500,-4.35788098818800,0.00191713049907
2019,6,8,58642,382.77999985278500,-4.31200652990100,0.00187366188419
2019,6,9,58643,382.84603066694500,-4.26218690219300,0.00182675903803
2019,6,10,58644,382.89122755098400,-4.22055474259400,0.00178767229549
2019,6,11,58645,382.92247130258800,-4.19666569115900,0.00176520215422
2019,6,12,58646,382.94979115620000,-4.19513940960000,0.00176352592700
2019,6,13,58647,382.98355959813700,-4.21483471348000,0.00178146665153
2019,6,14,58648,383.03187322315500,-4.24957975523500,0.00181320771042
2019,6,15,58649,383.09876955872300,-4.29009104749400,0.00185009630099
2019,6,16,58650,383.18365061596000,-4.32645911106400,0.00188295139196
2019,6,17,58651,383.28192790513200,-4.35048709228300,0.00190421905669
2019,6,18,58652,383.38655160924800,-4.35727839848900,0.00190942554068
2019,6,19,58653,383.48986089939100,-4.34577291422600,0.00189765779562
2019,6,20,58654,383.58519528217500,-4.31832200181100,0.00187115826422
2019,6,21,58655,383.66792685553200,-4.27967556581000,0.00183437966159
2019,6,22,58656,383.73586364324800,-4.23580774358300,0.00179289369956
2019,6,23,58657,383.78917905488600,-4.19288497667800,0.00175243342908
2019,6,24,58658,383.83009105216700,-4.15650204290000,0.00171818366079
2019,6,25,58659,383.86247376902500,-4.13115501776800,0.00169428978601
2019,6,26,58660,383.89148177322800,-4.11983355623100,0.00168347737872
2019,6,27,58661,383.92315561633800,-4.12361785487400,0.00168668007878
2019,6,28,58662,383.96389077961900,-4.14123296378600,0.00170263574882
2019,6,29,58663,384.01960684627600,-4.16863401973500,0.00172751929620
2019,6,30,58664,384.09449862423700,-4.19888302603600,0.00175484804108
2019,7,1,58665,384.18946701890100,-4.22276181750200,0.00177606262358
2019,7,2,58666,384.30073282713800,-4.23054609408300,0.00178217183927
2019,7,3,58667,384.41954412935400,-4.21491036083700,0.00176643787234
2019,7,4,58668,384.53384142507400,-4.17404927512400,0.00172726437710
2019,7,5,58669,384.63185265906800,-4.11335524526500,0.00166974981167
2019,7,6,58670,384.70621634117400,-4.04429235759300,0.00160463181281
2019,7,7,58671,384.75655172429700,-3.98064501992200,0.00154477725269
2019,7,8,58672,384.78921447464600,-3.93394738422600,0.00150090543974
2019,7,9,58673,384.81465246177300,-3.91021211959800,0.00147853729887
2019,7,10,58674,384.84389051066300,-3.90899663539900,0.00147714809165
2019,7,11,58675,384.88559298056800,-3.92451656146800,0.00149124295496
2019,7,12,58676,384.94440101570400,-3.94786535685800,0.00151245781649
2019,7,13,58677,385.02056305180700,-3.96943746323900,0.00153183051006
2019,7,14,58678,385.11054925349500,-3.98097459526100,0.00154170036308
2019,7,15,58679,385.20827346884200,-3.97696031218900,0.00153698882580
2019,7,16,58680,385.30657698030800,-3.95527292438400,0.00151578793541
2019,7,17,58681,385.39866536398100,-3.91712046611600,0.00147928544127
2019,7,18,58682,385.47924675322200,-3.86640009453100,0.00143116070532
2019,7,19,58683,385.54522605716700,-3.80871848318800,0.00137666995972
2019,7,20,58684,385.59593226176700,-3.75032272751600,0.00132165056703
2019,7,21,58685,385.63295795581800,-3.69714348054900,0.00127162981045
2019,7,22,58686,385.65975912388600,-3.65406809978300,0.00123114673861
2019,7,23,58687,385.68116461373600,-3.62444760030800,0.00120329092155
2019,7,24,58688,385.70287137365700,-3.60975865493100,0.00118938674944
2019,7,25,58689,385.73091634831500,-3.60933992756600,0.00118875144974
2019,7,26,58690,385.77105298225700,-3.62016836629000,0.00119849751825
2019,7,27,58691,385.82791197456000,-3.63673163667900,0.00121343074558
2019,7,28,58692,385.90385616122600,-3.65122040387900,0.00122624589170
2019,7,29,58693,385.99764244869800,-3.65442965598500,0.00122837416396
2019,7,30,58694,386.10337926423100,-3.63773243046100,0.00121181741019
2019,7,31,58695,386.21067149767300,-3.59605771035600,0.00117191189959
2019,8,1,58696,386.30684458308700,-3.53087551901100,0.00111010383774
2019,8,2,58697,386.38115846108800,-3.45129605454100,0.00103497221251
2019,8,3,58698,386.42921251317300,-3.37174975198100,0.00096005391010
2019,8,4,58699,386.45490032797900,-3.30680171458100,0.00089897782399
2019,8,5,58700,386.46860916715000,-3.26584528287400,0.00086048595560
2019,8,6,58701,386.48288568021500,-3.25048675749900,0.00084599287956
2019,8,7,58702,386.50813162404400,-3.25535750305100,0.00085037568275
2019,8,8,58703,386.55014301755700,-3.27102670397300,0.00086473512095
2019,8,9,58704,386.60972473759700,-3.28720373499400,0.00087941352139
2019,8,10,58705,386.68365271659800,-3.29513089378300,0.00088623378310
2019,8,11,58706,386.76615922308200,-3.28890405841700,0.00087971958318
2019,8,12,58707,386.85041544619800,-3.26591842150700,0.00085749217235
2019,8,13,58708,386.92979374934300,-3.22673142609100,0.00082012631374
2019,8,14,58709,386.99885198577200,-3.17454539182200,0.00077065870081
2019,8,15,58710,387.05401461637900,-3.11443680264100,0.00071386626882
2019,8,16,58711,387.09393506733200,-3.05245105922300,0.00065542167599
2019,8,17,58712,387.11954462833200,-2.99467492043900,0.00060102735517
2019,8,18,58713,387.13381205137400,-2.94638881375000,0.00055562180584
2019,8,19,58714,387.14127777436100,-2.91139677309500,0.00052274974105
2019,8,20,58715,387.14746540324100,-2.89158196815700,0.00050414284069
2019,8,21,58716,387.15824846329900,-2.88666163253800,0.00049948940176
2019,8,22,58717,387.17919127608000,-2.89409916598800,0.00050635629567
2019,8,23,58718,387.21484598794500,-2.90916203142200,0.00052025415818
2019,8,24,58719,387.26795983133900,-2.92516579022300,0.00053488159408
2019,8,25,58720,387.33856543773800,-2.93405789978200,0.00054268605302
2019,8,26,58721,387.42309221134500,-2.92760955046600,0.00053598529217
2019,8,27,58722,387.51393220749900,-2.89941948467100,0.00050883757279
2019,8,28,58723,387.60017361406500,-2.84754457721100,0.00045949224430
2019,8,29,58724,387.67016815000600,-2.77679942165400,0.00039253237103
2019,8,30,58725,387.71571836606500,-2.69899193360000,0.00031908698586
2019,8,31,58726,387.73604166271400,-2.62972094515400,0.00025381644648
2019,9,1,58727,387.73881361632900,-2.58252452465600,0.00020940789673
2019,9,2,58728,387.73709997847500,-2.56355819116900,0.00019157716331
2019,9,3,58729,387.74393906506400,-2.56993701596900,0.00019753097772
2019,9,4,58730,387.76782483590600,-2.59216039706700,0.00021827509871
2019,9,5,58731,387.81106981173400,-2.61842034675000,0.00024268439895
2019,9,6,58732,387.87074338869600,-2.63830113161300,0.00026098312686
2019,9,7,58733,387.94074988285200,-2.64477098565100,0.00026660451530
2019,9,8,58734,388.01386393752600,-2.63464876679300,0.00025661049579
2019,9,9,58735,388.08321938158200,-2.60818340460300,0.00023128023500
2019,9,10,58736,388.14323042787800,-2.56829444667000,0.00019338836627
2019,9,11,58737,388.19011539562300,-2.51975433391700,0.00014743696605
2019,9,12,58738,388.22216809321300,-2.46837936342100,0.00009890023221
2019,9,13,58739,388.23983257055100,-2.42023175691200,0.00005347902924
2019,9,14,58740,388.24558943037600,-2.38084447579900,0.00001637313242
2019,9,15,58741,388.24364176552600,-2.35449828802100,-0.00000840119825
2019,9,16,58742,388.23939391498900,-2.34362057417700,-0.00001858084597
2019,9,17,58743,388.23876519199900,-2.34839462767300,-0.00001402613517
2019,9,18,58744,388.24741782586500,-2.36662693014400,0.00000315558440
2019,9,19,58745,388.26996759126300,-2.39388137544100,0.00002874295918
2019,9,20,58746,388.30923111367900,-2.42388655715700,0.00005679551061
2019,9,21,58747,388.36555785960200,-2.44922442888200,0.00008031508855
2019,9,22,58748,388.43630172353800,-2.46234002225600,0.00009220576510
2019,9,23,58749,388.51557792062100,-2.45695649817800,0.00008660605803
2019,9,24,58750,388.59462397353700,-2.42989051690500,0.00006058715516
2019,9,25,58751,388.66319040527200,-2.38293953255600,0.00001591196538
2019,9,26,58752,388.71221674461200,-2.32400659507300,-0.00003992376104
2019,9,27,58753,388.73734852971200,-2.26622732106500,-0.00009452704137
2019,9,28,58754,388.74170122497200,-2.22429138781000,-0.00013407965433
2019,9,29,58755,388.73573502015900,-2.20891218930600,-0.00014854537411
2019,9,30,58756,388.73345757277800,-2.22236404212600,-0.00013585757460
2019,10,1,58757,388.74682644798600,-2.25790312086100,-0.00010243813765
2019,10,2,58758,388.78161213205200,-2.30324770354700,-0.00005989657846
2019,10,3,58759,388.83663441432300,-2.34560386731000,-0.00002028814857
2019,10,4,58760,388.90576040387700,-2.37544537162400,0.00000744053179
2019,10,5,58761,388.98078315592300,-2.38796832182500,0.00001880794301
2019,10,6,58762,389.05375212874600,-2.38275009370300,0.00001346146076
2019,10,7,58763,389.11831710054900,-2.36260892344000,-0.00000590761507
2019,10,8,58764,389.17026757199800,-2.33238303381600,-0.00003471780567
2019,10,9,58765,389.20762180203500,-2.29792876277800,-0.00006743891331
2019,10,10,58766,389.23053462665400,-2.26534120841900,-0.00009832201967
2019,10,11,58767,389.24113022603100,-2.24029630739700,-0.00012201753971
2019,10,12,58768,389.24325612048100,-2.22743626814500,-0.00013415642372
2019,10,13,58769,389.24210769394900,-2.22977529789100,-0.00013191444780
2019,10,14,58770,389.24366017859400,-2.24817568438900,-0.00011450898737
2019,10,15,58771,389.25389043283800,-2.28101586177800,-0.00008351072130
2019,10,16,58772,389.27785846586700,-2.32418134625100,-0.00004284588220
2019,10,17,58773,389.31878391210900,-2.37146253986600,0.00000158896961
2019,10,18,58774,389.37728210466300,-2.41538051969800,0.00004271689273
2019,10,19,58775,389.45092659216800,-2.44837976361300,0.00007341439802
2019,10,20,58776,389.53427041803800,-2.46425100192400,0.00008785695752
2019,10,21,58777,389.61942385567600,-2.45961603569000,0.00008291537651
2019,10,22,58778,389.69728468633500,-2.43525070387700,0.00005939187463
2019,10,23,58779,389.75946620237500,-2.39686314051300,0.00002273721277
2019,10,24,58780,389.80074018683400,-2.35476144320800,-0.00001728084445
2019,10,25,58781,389.82136064633700,-2.32185722001700,-0.00004847509278
2019,10,26,58782,389.82811725680300,-2.30996060767900,-0.00005973893027
2019,10,27,58783,389.83293708945100,-2.32544847863000,-0.00004512365813
2019,10,28,58784,389.84892580166800,-2.36645810173100,-0.00000646371194
2019,10,29,58785,389.88552711382500,-2.42346671408500,0.00004719479673
2019,10,30,58786,389.94537336013000,-2.48312676698600,0.00010322699165
2019,10,31,58787,390.02430648757100,-2.53314041984300,0.00015002984958
2019,11,1,58788,390.11392955047700,-2.56567578838000,0.00018023973093
2019,11,2,58789,390.20483379995000,-2.57831538048800,0.00019161849753
2019,11,3,58790,390.28901104022700,-2.57313267941000,0.00018617175287
2019,11,4,58791,390.36101256017400,-2.55504853478100,0.00016858803201
2019,11,5,58792,390.41814921384700,-2.53030054325400,0.00014478812367
2019,11,6,58793,390.46021308714100,-2.50533767658600,0.00012087996088
2019,11,7,58794,390.48907452086300,-2.48610122021900,0.00010248018472
2019,11,8,58795,390.50830571062800,-2.47752200580200,0.00009423919089
2019,11,9,58796,390.52282694362800,-2.48307974130900,0.00009942344086
2019,11,10,58797,390.53848793260700,-2.50435018031100,0.00011948681293
2019,11,11,58798,390.56147065015800,-2.54057374094800,0.00015366543003
2019,11,12,58799,390.59744326146700,-2.58839134381000,0.00019873490056
2019,11,13,58800,390.65051220834600,-2.64195753947100,0.00024912714340
2019,11,14,58801,390.72216821625000,-2.69361423474400,0.00029757693425
2019,11,15,58802,390.81053942074900,-2.73517722682500,0.00033634468360
2019,11,16,58803,390.91028456645100,-2.75966661317400,0.00035885470338
2019,11,17,58804,391.01332999242800,-2.76308649624600,0.00036137616337
2019,11,18,58805,391.11041162217100,-2.74576032663400,0.00034427976870
2019,11,19,58806,391.19314422303700,-2.71279818960100,0.00031246835682
2019,11,20,58807,391.25618124911300,-2.67343988707600,0.00027473900972
2019,11,21,58808,391.29893870426600,-2.63922400618900,0.00024203308399
2019,11,22,58809,391.32631745708300,-2.62119777812100,0.00022478493678
2019,11,23,58810,391.34792679292100,-2.62674867631000,0.00022992674950
2019,11,24,58811,391.37563978757100,-2.65705504158500,0.00025849446461
2019,11,25,58812,391.42000455395000,-2.70632606892600,0.00030493382243
2019,11,26,58813,391.48682872116700,-2.76350106233700,0.00035872743298
2019,11,27,58814,391.57547157255700,-2.81589228680000,0.00040784835764
2019,11,28,58815,391.67958531446300,-2.85315129570700,0.00044251118348
2019,11,29,58816,391.78971704544000,-2.86984373539700,0.00045760438206
2019,11,30,58817,391.89634420665000,-2.86590211307200,0.00045311353190
2019,12,1,58818,391.99209791857800,-2.84542045054300,0.00043297179732
2019,12,2,58819,392.07273235364500,-2.81480591348200,0.00040329883762
2019,12,3,58820,392.13709499831300,-2.78111192824900,0.00037081265313
2019,12,4,58821,392.18659459497400,-2.75089398474500,0.00034174064868
2019,12,5,58822,392.22456331370800,-2.72955415907100,0.00032119776085
2019,12,6,58823,392.25570454103400,-2.72098004810000,0.00031284579377
2019,12,7,58824,392.28564050729200,-2.72727971083700,0.00031864485514
2019,12,8,58825,392.32045929389600,-2.74849674901000,0.00033858754805
2019,12,9,58826,392.36611618149700,-2.78231365084700,0.00037042456364
2019,12,10,58827,392.42757734322600,-2.82388666581000,0.00040951708049
2019,12,11,58828,392.50771439725100,-2.86607087738900,0.00044905873592
2019,12,12,58829,392.60616730096700,-2.90032212709600,0.00048093598765
2019,12,13,58830,392.71862851567600,-2.91839928166500,0.00049734333146
2019,12,14,58831,392.83709463199300,-2.91460229321200,0.00049290511799
2019,12,15,58832,392.95139831884000,-2.88783089336300,0.00046662817776
2019,12,16,58833,393.05178081386600,-2.84255732980600,0.00042282282387
2019,12,17,58834,393.13168912002900,-2.78810982480500,0.00037041313346
2019,12,18,58835,393.18977469783400,-2.73635571164600,0.00032071801929
2019,12,19,58836,393.23037773991400,-2.69853706315800,0.00028442518072
2019,12,20,58837,393.26237494115100,-2.68227349575000,0.00026873511541
2019,12,21,58838,393.29679125404800,-2.68958554342400,0.00027549381362
2019,12,22,58839,393.34386382626600,-2.71643829711000,0.00030078392705
2019,12,23,58840,393.41035163237900,-2.75391635911600,0.00033606622304
2019,12,24,58841,393.49784949079800,-2.79071600301500,0.00037056156197
2019,12,25,58842,393.60261860886100,-2.81621374219300,0.00039416819905
2019,12,26,58843,393.71695201391300,-2.82313039695800,0.00039998867517
2019,12,27,58844,393.83151959622500,-2.80896044913100,0.00038568284688
2019,12,28,58845,393.93779991817000,-2.77587369921200,0.00035336841072
2019,12,29,58846,394.02981529945800,-2.72943300981700,0.00030839301494
2019,12,30,58847,394.10484333824000,-2.67683317223100,0.00025764848492
2019,12,31,58848,394.16325416481100,-2.62530469500900,0.00020804310589
2020,1,1,58849,394.20785983049700,-2.58101112418000,0.00016544807890
2020,1,2,58850,394.24314212466600,-2.54845568061500,0.00013413375953
2020,1,3,58851,394.27457253234400,-2.53023268513800,0.00011653725689
2020,1,4,58852,394.30806752704700,-2.52692203923300,0.00011316734909
2020,1,5,58853,394.34949705608800,-2.53699289666100,0.00012251859856
2020,1,6,58854,394.40410693926000,-2.55669843631100,0.00014097771019
2020,1,7,58855,394.47572781830700,-2.58007439084200,0.00016282898974
2020,1,8,58856,394.56574203983200,-2.59929383018000,0.00018059744071
2020,1,9,58857,394.67200126077200,-2.60571369879800,0.00018604714456
2020,1,10,58858,394.78820159950100,-2.59181523892600,0.00017202858726
2020,1,11,58859,394.90443203721300,-2.55376386145200,0.00013491806789
2020,1,12,58860,395.00937530885600,-2.49362190598500,0.00007673067909
2020,1,13,58861,395.09378738102200,-2.41985801417400,0.00000560757408
2020,1,14,58862,395.15384587798300,-2.34532119195500,-0.00006612775066
2020,1,15,58863,395.19266074605600,-2.28323447863100,-0.00012581703579
2020,1,16,58864,395.21915280266700,-2.24299582627000,-0.00016449767820
2020,1,17,58865,395.24495942813300,-2.22760451186900,-0.00017936168951
2020,1,18,58866,395.28086650730900,-2.23344889129200,-0.00017393778147
2020,1,19,58867,395.33407099553800,-2.25201625396000,-0.00015642992080
2020,1,20,58868,395.40686003080400,-2.27255983537400,-0.00013714988495
2020,1,21,58869,395.49668015598300,-2.28482367468000,-0.00012590886188
2020,1,22,58870,395.59726262619300,-2.28121207966800,-0.00012994986080
2020,1,23,58871,395.70037129589200,-2.25807203058600,-0.00015273062816
2020,1,24,58872,395.79772359141100,-2.21597732488400,-0.00019365923947
2020,1,25,58873,395.88265649136400,-2.15909611764100,-0.00024870468378
2020,1,26,58874,395.95120664996000,-2.09391900899000,-0.00031161935404
2020,1,27,58875,396.00247109194900,-2.02775430237900,-0.00037538467689
2020,1,28,58876,396.03833561111900,-1.96737458656000,-0.00043351038743
2020,1,29,58877,396.06280162152900,-1.91805333914800,-0.00048095710378
2020,1,30,58878,396.08117592999200,-1.88304996977700,-0.00051462629507
2020,1,31,58879,396.09932069178600,-1.86344898875600,-0.00053350977309
2020,2,1,58880,396.12303247090500,-1.85819128497600,-0.00053865576770
2020,2,2,58881,396.15750763763000,-1.86417317925100,-0.00053307100924
2020,2,3,58882,396.20679652476700,-1.87637729594100,-0.00052159215762
2020,2,4,58883,396.27313875112400,-1.88810488641300,-0.00051065911212
2020,2,5,58884,396.35613920554300,-1.89151371018100,-0.00050779563756
2020,2,6,58885,396.45194482064200,-1.87876007469500,-0.00052051306235
2020,2,7,58886,396.55288442323900,-1.84394257026900,-0.00055444782662
2020,2,8,58887,396.64828327197500,-1.78560978414500,-0.00061095784131
2020,2,9,58888,396.72702136791700,-1.70882986840200,-0.00068513669168
2020,2,10,58889,396.78147729327200,-1.62521175773200,-0.00076579563381
2020,2,11,58890,396.81108280372800,-1.54979645591100,-0.00083846038707
2020,2,12,58891,396.82317944564200,-1.49569747125400,-0.00089053667845
2020,2,13,58892,396.83028779394400,-1.46926209501400,-0.00091596600423
2020,2,14,58893,396.84529531921700,-1.46835201992500,-0.00091686389382
2020,2,15,58894,396.87721460260500,-1.48415971691500,-0.00090174931175
2020,2,16,58895,396.92922994545400,-1.50491979035600,-0.00088195955632
2020,2,17,58896,396.99903769778600,-1.51951069434700,-0.00086818548251
2020,2,18,58897,397.08051005517000,-1.51983947206400,-0.00086818730596
2020,2,19,58898,397.16570998458600,-1.50186343487800,-0.00088582316034
2020,2,20,58899,397.24668837964800,-1.46557587467300,-0.00092107045164
2020,2,21,58900,397.31685179898700,-1.41434732760200,-0.00097066259135
2020,2,22,58901,397.37186262139800,-1.35390310914800,-0.00102907318382
2020,2,23,58902,397.41007336976300,-1.29112782416200,-0.00108966665150
2020,2,24,58903,397.43251749581800,-1.23287048204300,-0.00114584899863
2020,2,25,58904,397.44252160270000,-1.18491025791100,-0.00119206368655
2020,2,26,58905,397.44504574923200,-1.15120347653100,-0.00122451535917
2020,2,27,58906,397.44589393692400,-1.13347708027600,-0.00124155868853
2020,2,28,58907,397.45094076053700,-1.13114873315600,-0.00124377287340
2020,2,29,58908,397.46545730128000,-1.14147913143100,-0.00123381405259
2020,3,1,58909,397.49353944898900,-1.15986566542300,-0.00121613282112
2020,3,2,58910,397.53760288945400,-1.18023754961700,-0.00119659329598
2020,3,3,58911,397.59788968595300,-1.19557343364100,-0.00118197172063
2020,3,4,58912,397.67196107081100,-1.19866566841700,-0.00117921539004
2020,3,5,58913,397.75431327064200,-1.18333444909700,-0.00119426859439
2020,3,6,58914,397.83649434016600,-1.14618883254500,-0.00123037450248
2020,3,7,58915,397.90826448450500,-1.08867068648200,-0.00128610779586
2020,3,8,58916,397.96022435673100,-1.01850467493000,-0.00135398284135
2020,3,9,58917,397.98756511452300,-0.94909288486500,-0.00142104752514
2020,3,10,58918,397.99320048743700,-0.89578237332200,-0.00147249640053
2020,3,11,58919,397.98783645268600,-0.86996219741300,-0.00149737238659
2020,3,12,58920,397.98604844806300,-0.87421184895500,-0.00149323720019
2020,3,13,58921,398.00038446200200,-0.90158646410000,-0.00146683676762
2020,3,14,58922,398.03697527547300,-0.93921478040800,-0.00143061060252
2020,3,15,58923,398.09464736243700,-0.97355274239300,-0.00139762121994
2020,3,16,58924,398.16691097769800,-0.99440541279500,-0.00137768443700
2020,3,17,58925,398.24492914883500,-0.99659136169700,-0.00137577568392
2020,3,18,58926,398.32002255333300,-0.97972787796300,-0.00139224455751
2020,3,19,58927,398.38522592295000,-0.94709538016200,-0.00142391225859
2020,3,20,58928,398.43601767529800,-0.90429619836500,-0.00146536394715
2020,3,21,58929,398.47051611327100,-0.85803165751400,-0.00151012636970
2020,3,22,58930,398.48936498984300,-0.81505993956600,-0.00155167276461
2020,3,23,58931,398.49541138068900,-0.78131989379300,-0.00158426974366
2020,3,24,58932,398.49321461954300,-0.76121990569700,-0.00160366547141
2020,3,25,58933,398.48840819131000,-0.75711661632900,-0.00160759334008
2020,3,26,58934,398.48695354966200,-0.76903607879100,-0.00159603990995
2020,3,27,58935,398.49436730749000,-0.79467974775400,-0.00157123741681
2020,3,28,58936,398.51501194235300,-0.82969793448900,-0.00153739915746
2020,3,29,58937,398.55150395487800,-0.86818219375000,-0.00150024468717
2020,3,30,58938,398.60427088470800,-0.90334121723000,-0.00146634720826
2020,3,31,58939,398.67127648151300,-0.92833273935600,-0.00144232753556
2020,4,1,58940,398.74792658882900,-0.93725904848100,-0.00143388704275
2020,4,2,58941,398.82725183322100,-0.92638446387000,-0.00144462555872
2020,4,3,58942,398.90062123633300,-0.89554184449200,-0.00147467954636
2020,4,4,58943,398.95929465855000,-0.84940030817300,-0.00151950010641
2020,4,5,58944,398.99692569334800,-0.79787431274500,-0.00156946751744
2020,4,6,58945,399.01253558355700,-0.75466789843800,-0.00161131332370
2020,4,7,58946,399.01250311389800,-0.73333489746500,-0.00163194229890
2020,4,8,58947,399.00962478207400,-0.74186141258000,-0.00162367051397
2020,4,9,58948,399.01861173459900,-0.77871379365100,-0.00158802847448
2020,4,10,58949,399.05010664793700,-0.83320184394100,-0.00153538604442
2020,4,11,58950,399.10677331675900,-0.89015214818000,-0.00148042339855
2020,4,12,58951,399.18345036388200,-0.93586656958500,-0.00143637621582
2020,4,13,58952,399.27038213136700,-0.96207993658400,-0.00141121992719
2020,4,14,58953,399.35705579663100,-0.96680989012100,-0.00140685416454
2020,4,15,58954,399.43488311784700,-0.95305021362500,-0.00142036790552
2020,4,16,58955,399.49836618594300,-0.92676386271600,-0.00144598023985
2020,4,17,58956,399.54519290550300,-0.89510290118100,-0.00147676162833
2020,4,18,58957,399.57582615948800,-0.86514304228300,-0.00150585818680
2020,4,19,58958,399.59295405224000,-0.84305347798100,-0.00152729632661
2020,4,20,58959,399.60093545323900,-0.83353284767000,-0.00153653095504
2020,4,21,58960,399.60523919169000,-0.83939682221000,-0.00153084626301
2020,4,22,58961,399.61183353765300,-0.86127951410300,-0.00150964388493
2020,4,23,58962,399.62649037092700,-0.89748701994700,-0.00147458129479
2020,4,24,58963,399.65402453080000,-0.94409253826100,-0.00142947579382
2020,4,25,58964,399.69755906693400,-0.99533711306000,-0.00137991445659
2020,4,26,58965,399.75793207805800,-1.04433649376200,-0.00133257028909
2020,4,27,58966,399.83335528857900,-1.08405229649700,-0.00129426336615
2020,4,28,58967,399.91942191817800,-1.10843810850400,-0.00127085065025
2020,4,29,58968,400.00952061657700,-1.11362383202500,-0.00126607553887
2020,4,30,58969,400.09568058094000,-1.09900133112600,-0.00128051152759
2020,5,1,58970,400.16989375613100,-1.06804531130000,-0.00131076489654
2020,5,2,58971,400.22593012266000,-1.02855349604600,-0.00134924635227
2020,5,3,58972,400.26144409685300,-0.99182584679000,-0.00138497786023
2020,5,4,58973,400.27975770788400,-0.97034400776500,-0.00140585569432
2020,5,5,58974,400.29025467445400,-0.97400298288500,-0.00140231035968
2020,5,6,58975,400.30631530700400,-1.00602378048900,-0.00137126146119
2020,5,7,58976,400.34081125404900,-1.06074669556600,-0.00131823799008
2020,5,8,58977,400.40106134379400,-1.12517898242100,-0.00125586213107
2020,5,9,58978,400.48609080625900,-1.18394091617200,-0.00119905256584
2020,5,10,58979,400.58769286341200,-1.22487869681800,-0.00115958950028
2020,5,11,58980,400.69422889525100,-1.24240677329000,-0.00114287735920
2020,5,12,58981,400.79471392963400,-1.23762083633100,-0.00114783363202
2020,5,13,58982,400.88139473883800,-1.21626488149600,-0.00116886038352
2020,5,14,58983,400.95051664759400,-1.18619843152300,-0.00119830540882
2020,5,15,58984,401.00190166805500,-1.15539937186400,-0.00122840615346
2020,5,16,58985,401.03807287279200,-1.13075718384100,-0.00125246584201
2020,5,17,58986,401.06338299068900,-1.11747270667400,-0.00126543879137
2020,5,18,58987,401.08329943504700,-1.11878348139000,-0.00126419724049
2020,5,19,58988,401.10380980456900,-1.13581664366700,-0.00124767156151
2020,5,20,58989,401.13084831593400,-1.16749265435700,-0.00121693833715
2020,5,21,58990,401.16965428221600,-1.21051276859600,-0.00117522577958
2020,5,22,58991,401.22403846220500,-1.25954846955400,-0.00112772445365
2020,5,23,58992,401.29563939011700,-1.30776739267500,-0.00108107514737
2020,5,24,58993,401.38334598887500,-1.34776092786300,-0.00104247075979
2020,5,25,58994,401.48310114201400,-1.37282160226600,-0.00101841983083
2020,5,26,58995,401.58827169569800,-1.37837851115700,-0.00101335392204
2020,5,27,58996,401.69065879823000,-1.36327200677800,-0.00102838656866
2020,5,28,58997,401.78205122064200,-1.33051388900700,-0.00106056989416
2020,5,29,58998,401.85607255688100,-1.28725235009200,-0.00110292727588
2020,5,30,58999,401.90997314397400,-1.24376785027400,-0.00114543549121
2020,5,31,59000,401.94592455170400,-1.21145427654300,-0.00117699981023
2020,6,1,59001,401.97128608042600,-1.19997788831700,-0.00118822775019
2020,6,2,59002,401.99734486344600,-1.21421233577700,-0.00117441099509
2020,6,3,59003,402.03638707153900,-1.25202437638700,-0.00113766798535
2020,6,4,59004,402.09775527018700,-1.30416934829300,-0.00108703037875
2020,6,5,59005,402.18445429612600,-1.35693164748800,-0.00103586638136
2020,6,6,59006,402.29204456131700,-1.39669732425500,-0.00099743324847
2020,6,7,59007,402.41047270329300,-1.41435910877600,-0.00098059278876
2020,6,8,59008,402.52779818472500,-1.40753291693300,-0.00098765058831
2020,6,9,59009,402.63386569997400,-1.38001469201100,-0.00101488070626
2020,6,10,59010,402.72246852460600,-1.33944759647500,-0.00105480037300
2020,6,11,59011,402.79174980364200,-1.29467304143400,-0.00109876052933
2020,6,12,59012,402.84344832751100,-1.25374600854500,-0.00113889064424
